matlab_id,1L,2L,4L
111,520.498194927394,513.537264185959,495.35863937679
112,460.058275986566,420.407352080986,418.887390577848
113,459.435155681808,460.058778965594,439.225907407671
114,495.497281311771,496.732369260381,498.93222196405
115,411.89878730626,377.561493313984,360.1804528168
116,526.061964594134,514.595626437197,509.616207927728
117,345.308842059151,340.7287348367,304.4969423977
118,191.386530476259,192.902141218958,195.134164049327
119,415.774719509265,413.120931754932,400.850546887903
120,420.660799607245,411.531425544133,414.668593609019
121,401.88961098582,383.039041583165,384.038107937156
122,413.753245587426,321.716716723709,295.846692679672
123,393.476141229532,394.074406765918,374.066883460496
124,413.977457280746,389.24950085926,352.959522920541
125,509.324117606727,498.394927402277,499.60407053179
126,526.295247200924,515.837771842162,510.42740441515
127,509.765265320744,510.400458922675,483.040938113036
128,558.556846822762,559.638511635037,562.15614339812
129,549.155319120867,527.037074859153,528.112595824712
130,551.219088509997,549.828911275312,537.223440272285
131,455.45072497674,425.088709357393,407.563870749447
132,518.454414808987,458.463918391905,431.197728318246
133,546.757541787688,547.162846945035,544.987769429038
134,508.361011564477,500.438410443713,482.990777505633
135,480.523336914731,416.495147461898,387.798279515062
136,544.853343680285,545.968045809315,550.08916884491
137,529.904296259775,417.454256461987,381.333525046251
138,546.94123816015,541.314096009428,539.059227643373
139,544.450915402424,541.972490250189,541.128208672146
140,496.251871232085,484.709654370238,479.134685454136
141,552.695483901753,536.985760734761,531.527964640298
142,549.073968293148,550.845915836619,551.048431362464
143,237.188671997026,202.737851189681,189.754203396025
144,554.961058750437,556.96461548586,558.805531872556
145,417.90059623031,307.434975341606,281.332922409059
146,210.463810536484,211.998581489381,180.982945106785
147,270.087954442022,272.063276242823,270.170767683922
148,446.106980742507,438.741541336579,426.299191208542
149,550.721061639336,551.849105556066,553.603114921033
150,390.836709017621,393.03352630622,383.671812330951
151,436.64421852635,363.015073753521,343.506180091583
152,499.48231469971,494.951700523357,492.206078129335
153,546.541562046953,548.43639821577,538.028408968787
154,549.235108964237,523.524079325045,514.140700383888
