matlab_id,1L,2L,4L,1LS,2LS,4LS,decay1a1e,decay1a2e,decay1a4e,decay2a1e,decay2a2e,decay2a4e,decay4a1e,decay4a2e,decay4a4e
141,515.360163459907,505.385282627836,483.258407447375,518.02966680562,510.683027361072,488.556510070259,526.162126213778,508.743139815023,494.650635473359,516.195821615668,512.838091289802,490.035579753975,494.068258860787,494.952690796637,498.089635111642
142,507.394160744514,259.330225117211,245.911340186099,511.046595317572,264.628242722502,251.209013374331,511.720662227874,276.487551114935,266.650752050193,270.124199087419,272.581579308268,265.514368944122,256.720739199424,259.336275352195,271.673291675299
143,437.478564053942,441.300762457642,404.703293774822,417.00236653964,422.330874132006,398.979468482853,422.525990896592,427.617008664909,422.670860569952,427.852681949163,420.634906656482,424.880237362755,414.697061475103,402.334809666988,395.685598700849
144,405.427597288115,385.89334349504,394.150020078283,403.013585051311,391.190713164191,399.447348805228,399.987944558576,401.845182986956,412.060308623384,391.881382238762,395.083752970636,404.933570176666,401.468649491668,404.703694053638,413.013087448311
145,559.312076138868,563.986041014513,573.304083935292,559.205774729777,563.618021150561,573.031542967407,564.44013932352,568.972853760785,578.951249866307,568.835292116825,574.199807696931,588.716037259697,578.632174478807,584.153122100556,593.431332236031
146,564.630747453451,563.010806600396,555.827021293512,563.170255471908,568.308470378231,558.126957686379,575.201137722295,574.37836035643,582.100987732556,570.193984526333,579.653990397775,580.525946181513,563.645819848278,575.134622350708,583.43351829056
147,449.882126076991,450.096124392212,414.409757772077,455.180099910258,455.394174926279,419.707903065575,460.716309418631,507.678081264564,445.109281065324,460.905720236023,428.361155465107,423.738739532145,425.215933346922,422.873455724797,432.852275483332
149,563.712256109788,569.023190980775,579.461630213758,569.010905445258,574.325091467898,584.760760328365,574.216821111278,579.620370965724,589.843690752692,579.425541092045,583.731649501118,594.255095904046,588.638693202348,592.680626385879,602.985166523845
150,463.673610441122,462.096098669105,455.148212612383,468.972314949811,467.395016722228,461.93068266801,474.345980792253,463.460769703156,469.787630248166,470.714704711236,465.289219871567,469.998125011863,465.9402334348,473.196762501261,483.157630590587
151,521.448273768789,516.547666319598,514.958626843847,526.746790913402,521.846310072042,520.269950105057,529.124157155758,518.919435475729,529.020156357723,527.369933331823,523.37010630116,522.561867793353,522.09636981747,516.483235887065,526.2336264041
152,346.71060097239,351.227033051718,357.385242682396,352.00749313771,349.447256993383,362.683132928608,349.49217316033,353.658373528864,364.50496865762,354.940156281733,333.762065619034,339.819765183955,368.177071323316,347.707584058345,355.361722604918
153,562.52629106979,564.806916731635,575.126728266328,567.819469486071,570.099996917968,580.41986533806,571.753406401134,575.804916610225,585.957542129629,575.835439382999,581.074959459851,591.436606062938,586.631290493169,591.886477298089,602.430952656393
154,486.092583514368,488.764221640399,491.706840633252,491.388544068028,480.763068052098,479.919049048688,496.883504699556,491.723461635528,482.023196777261,499.57563577724,474.94645111548,480.751148179193,485.440465378571,483.700464442126,483.088249699984
