matlab_id,1L,2L,4L,1LS,2LS,4LS,decay1a1e,decay1a2e,decay1a4e,decay2a1e,decay2a2e,decay2a4e,decay4a1e,decay4a2e,decay4a4e
17,459.435148682101,460.058776764418,439.225905027145,447.090202508429,448.503203542047,430.571320980866,449.319089760371,447.602019995457,427.151012733922,474.540533279945,370.884167662037,374.042214992866,422.645630366047,353.359613731375,357.486587452055
18,495.497281330124,496.732369335835,498.93222201249,494.05814866877,495.470825713225,500.932784638386,491.831830683544,497.238921064071,497.494124212978,493.661166407052,495.589855710509,501.259019322577,495.011936406652,497.007636241461,500.373904743666
19,411.898787271095,377.561493348462,360.180452839155,407.541834123609,370.091030208277,352.886912630116,405.624443372793,373.420684963673,350.817827916765,366.129648180225,365.507929004708,341.293509851469,354.645438047338,361.427179870428,355.113988806857
20,526.0619636034,514.595626580759,509.616207890405,528.061284341842,516.595066905261,511.615816890004,509.424111523048,511.50825918587,514.228517461718,511.286176698124,513.237073623879,506.935893703688,515.224326441793,512.579047417463,508.880165247167
21,345.308842070173,340.728733411266,304.496942587184,334.383802539513,329.429816932796,291.972699720096,336.259877376392,273.306453953815,277.025362876674,338.633484158176,244.400342784133,245.345976283165,293.981313951007,244.242938469603,247.891298418389
22,191.386530847446,192.902160396871,195.134170146565,193.385290596291,195.165210415949,190.104610158611,195.882846131968,190.575446933233,197.804302311969,189.103619972359,196.251658486368,188.230771057227,199.547924312982,198.131672282916,189.611151838328
23,415.774719524142,413.120931758109,400.850546864321,412.720095066066,408.785704995645,396.802760323794,414.626633070577,405.110284339794,404.350835542454,409.704981734488,406.948457854586,406.093428836093,398.761722359433,400.70022283758,410.656481693943
24,310.125929031958,300.027708285251,270.956025382064,302.435359555154,291.178703374144,260.889486739085,278.59635105253,281.856209099752,273.766659241737,281.166280234134,279.969561396631,265.933915892854,259.804303069799,259.684427085435,263.375254795285
25,420.660799281024,411.531425432263,414.668593398771,419.189441850888,413.530835467125,416.668036540973,424.884746593645,416.558726175403,420.572886440609,415.744094771986,417.24808696554,421.432547943558,418.879189307119,417.003126395592,419.96017241788
26,401.889610961143,383.039042347546,384.038109275581,403.889092460336,385.038674934522,386.0378319575,406.149157566059,386.424908915918,390.291059590247,387.257044222516,387.919391955733,392.127792891678,388.258082679154,390.091972797615,394.356667309239
27,413.753244330432,321.716716669853,295.846696040076,406.798461209225,323.715853797866,297.847370257325,398.024727477521,296.686190603008,293.576227003709,346.116087357022,286.804849869238,285.697225648123,300.094667642079,286.885895748801,288.718774822737
28,393.476141210118,394.07440776154,374.066884543195,395.474995362613,396.073418671656,390.645170835222,392.298071218237,380.720507289813,385.226852571551,388.266145998871,373.782926621123,385.126256903042,376.273866899999,391.448667130187,369.768463722719
29,413.977457110165,389.249500879293,352.959523182543,411.088123640387,391.248928955663,355.099121317123,407.728889914341,391.027308516284,371.206196094888,390.074352349996,389.449587702532,360.404409451844,357.280762629773,357.966453133123,363.502021008147
30,509.324117553065,498.394927417336,499.604070538402,511.323468656151,500.39472575058,501.603759376141,513.239737635914,504.609532637077,508.825035755845,502.342714418958,504.115296276937,506.615415018412,503.14505599031,504.307539037254,506.058912233191
31,526.295247153145,515.837771767054,510.427404005668,524.463925467884,513.40144502569,509.663760834748,500.769134892836,501.746179877379,509.157354255777,506.248960740159,503.542980474664,505.186770888505,500.7687332963,502.718083403944,504.959028761382
32,509.765266168392,510.400458031008,483.034235999727,509.391378155939,524.895653415269,485.149900721134,512.397061898114,515.824478334201,498.25693091461,511.406442700352,509.253737824443,489.381987036132,487.281713951332,489.030546002874,490.528164858011
33,558.556846704513,559.638576436441,562.156136030866,560.557305423145,561.712853175014,563.330394852929,561.489142223766,562.94800592009,565.7625860302,562.052474353958,564.759177063538,566.969410362919,564.029410964828,565.951417773317,569.919185730919
34,549.155319357215,527.037086248032,528.112595612587,533.949566674268,523.306208243343,526.830074630898,529.216494645109,526.518869808492,530.198469694749,531.377527741413,525.231572747378,529.254654061629,530.987963706044,527.62427132948,531.121799329196
35,435.766935161149,426.765130336784,410.95131732127,427.145213771724,417.209303247805,399.377046057416,426.219369461918,408.485787136609,399.276328799067,419.390848507852,399.791259915969,395.688872557609,401.586857309031,396.724778338151,396.073784863074
36,551.219088482283,549.828911502023,537.223440528948,553.219191608881,551.828921067999,539.223363991122,551.94029752419,551.42603674056,551.596245594741,550.939230245381,552.987338747954,544.026873153051,541.45242541588,547.860321206053,546.519328126063
37,455.450724356233,425.088691205597,407.563867546947,457.450722631031,427.088539440706,409.563684149196,449.405220046439,427.427559251441,428.113139743568,418.531654294289,420.354953102471,412.896041705824,410.712605307903,413.107685616891,409.649415156347
38,518.454414762165,458.463918427909,431.19772839212,517.979015202405,456.206249510102,426.889754674732,487.177289793201,452.705732890425,441.365561418781,456.422708834452,454.824207469813,437.139910538346,429.062728456211,431.326166590466,435.277519503665
39,546.757541946316,547.162846997941,544.987945514005,548.757532535607,549.162777294724,546.986492618081,550.861970822487,552.584981895214,552.648288326195,551.436094171541,552.16366212556,551.575892818628,549.253833801047,551.565074500108,555.288894960007
40,508.361011538756,500.438411683251,482.990776468155,510.361163120531,502.438597386613,484.992744389043,511.070162112554,489.897107208029,493.879913209989,495.753639713483,486.952398063786,484.039011855209,487.240812986901,486.361104209868,486.989335021671
41,480.523341237775,416.495147225595,387.798280326449,466.516683040533,408.667177020287,389.797562765496,422.440119516592,400.421813921786,398.698503799426,416.177781540562,407.851997587762,383.518101948526,384.962884270891,381.649230118951,382.385077223534
42,544.853343871383,545.968167177391,550.08916776527,546.853234806847,547.967543664375,552.089250109202,548.844502171393,550.845318521508,554.847109942125,550.951802159751,552.958255081082,556.959729104533,554.987158014207,556.145367177633,560.135381146702
43,529.904296273443,417.454260400562,381.333526909345,531.903937032467,419.453925446163,383.333236644033,530.763252651089,425.297621825937,429.605706210393,421.666898381717,423.69468323451,389.010013559525,385.506317942256,380.587019420919,384.595892859909
44,546.941237865578,541.314096092511,539.059228470695,548.940378740472,543.313598478206,541.058848377593,536.971260861374,539.10541808585,540.328681070067,537.729597618312,532.028205159669,534.913244348954,533.508457397256,537.341256966774,538.492886512017
45,544.45091539358,541.972490270126,541.128208058845,534.825004663539,535.363856934788,534.562392673166,529.338725308546,520.853390523811,527.780587096203,520.107928645213,513.606605548237,516.983244790373,526.857466992333,517.473037513302,520.076974504616
46,469.253870109906,469.811673755882,463.645105282695,471.251578979922,458.255859407253,452.412069476929,458.42269623639,455.033611691936,453.162573235393,460.945368895345,470.914454046146,442.471564236943,438.759068453046,434.699112938255,435.156792057519
47,496.251871258696,484.709654380601,479.134685152456,498.249995942087,486.708904170394,481.134078039705,489.482511056607,508.742353402598,485.688023270429,488.890553887655,489.182742780624,487.66110490785,483.358157604477,485.558558054909,505.735109008163
48,552.695484279785,536.985762236414,531.527968065127,545.782658818586,538.99165046002,533.528247208885,538.52795389589,539.250256022201,539.539456530143,537.113043386983,538.960619684081,533.277231856096,530.75478213233,532.754209794547,534.336933049088
49,549.073968302768,550.845915906943,551.048433979008,548.382810557404,552.85017551607,553.497495226421,549.635129711024,554.044823781567,552.83102226345,551.415249954537,552.322743537287,557.041124046285,552.224056060035,553.995020217904,557.521723891567
50,237.188672943847,202.737832070861,189.754201022192,224.936002823217,204.736884357491,191.752993409453,226.656661824506,158.603419777142,161.835084518947,194.56340130018,151.220441772768,155.286149438816,192.912768257278,154.986202292009,158.094144748862
51,554.961058724821,556.964615633747,558.803980847536,556.983232703772,558.964798874172,560.805738156843,557.512995969031,558.346915768659,562.28755686731,558.197609840129,560.218937394792,564.153298570488,561.724587559119,563.712325871885,567.685094523973
52,417.900593015124,307.434975412637,281.332922600342,419.899622969317,309.434665453072,283.332406039998,421.138328728798,300.488772506052,303.814614359466,311.634107220467,300.590612899945,300.249344577507,285.533756295783,285.38440571695,287.939425002712
53,210.463809242104,211.998585100755,180.982934579673,212.479906008299,213.997875512834,182.982270324204,214.613526986485,208.651263460925,193.919762827476,246.699066731161,129.587035486809,124.635686146504,230.815192025274,133.050216188438,125.076833530157
54,270.087961578344,272.063241661969,270.17075418348,272.211620998656,274.064750276824,272.171139032323,274.313411202144,274.626981326101,271.168799763651,276.288388104456,275.18227524825,271.95258477794,274.383197304519,275.374091094812,268.555322896582
55,446.106980187808,438.741541064877,426.29919125802,448.107082399545,440.741731065441,428.299294243969,433.003759339189,435.362449961613,429.494634042563,435.020299515269,437.949118421092,431.256845363016,429.857142652848,429.744765378765,434.864167370728
56,550.72106145584,551.849105241799,553.603115128419,552.720399168975,553.848496347045,555.602527720792,554.802913354704,556.904063176623,562.012485626786,555.708128033649,551.139818632624,555.328373358739,557.645028259826,554.585369074755,558.50023719277
57,530.106702768703,522.215375125438,493.370395758267,532.106203350058,524.215156962488,495.369762764858,534.280717618309,525.11847465236,525.57363055097,526.423688061927,526.646002099246,513.030758596881,497.494864324642,497.760311380101,491.174219648881
58,390.836709051031,393.033526447768,383.671814167999,392.837082718304,395.048133696422,383.394017261043,395.026963310155,396.682047486488,397.265837170667,396.3974129033,397.02498915135,393.524495210298,385.632748761878,389.895508753427,391.997551535797
59,436.644218785271,363.015074125019,343.506184308108,438.643451445931,365.014921877118,345.506313516366,423.154068581631,367.859216313781,354.295708894155,367.238261715957,369.796777067423,356.198984100075,347.7390545033,353.963609977045,351.798893439178
60,499.482314687692,494.951700512561,492.206078077692,501.482621303866,496.952151333072,492.666704625477,503.651254468233,500.050281902107,502.857340009039,498.96503425348,500.940844286344,501.542610785038,495.486465540071,496.972709041428,499.382578013524
61,546.541562058645,548.436398209404,538.028408780686,548.541626739059,550.436437302945,540.028451177858,549.897859791553,551.408417189165,554.932647920378,551.266763231431,553.216521000944,546.412967631917,541.489751682751,543.275882894877,546.141520628657
62,549.235108972295,523.524079456539,514.140700572787,551.234609237594,525.522962977069,516.139469062523,547.237249400423,530.861714296446,535.002797373784,527.719022368558,546.388265617933,525.93883024061,505.027113428737,506.752565787509,510.629510625137
63,508.661647947706,375.527600427706,346.834197496045,493.432265509869,377.596585150303,320.793090553953,487.581420249505,372.11936934997,334.188126297279,379.764369665298,351.00323640431,333.398278385631,323.016172528221,313.783863798223,308.255375154196
64,367.544961204389,320.701104622113,317.194700117424,356.693926978521,322.700846336421,312.703631017239,368.473809615249,312.537137203242,310.087357551189,316.580965037418,279.400481578955,305.08906965783,357.330614575462,303.767050392842,278.996842818799
65,482.643285719327,402.761047478972,398.749776332235,484.64340831907,402.927930204616,398.892312977426,461.42755852,406.206866559179,404.087985379203,405.116086060727,407.202981047993,404.342872761261,402.947833544233,405.223666323948,408.337909610966
66,554.81815357631,556.952689771424,560.39953480885,556.81858233979,558.953201261831,562.496229019542,560.850933212379,562.529289300151,565.823099308816,561.738411629916,562.845503476559,566.493523036177,564.661639281333,566.437677703225,566.345717081788
68,491.748916046379,488.196853640085,470.367084900342,493.748915763225,490.196976784076,472.367461882049,495.679095789859,494.591118865639,476.387041757814,491.638510790063,493.308432762822,478.61645081074,474.523835891982,476.684883480864,481.080715477845
69,513.924884541156,459.54696964922,449.057823652985,512.087132949302,457.295401215813,445.585381055438,488.351588457821,458.443585880166,453.998173982208,460.18021480243,460.177885135809,452.906371518853,447.150385952288,452.589516096079,452.396512442228
70,396.418358979887,347.122057437221,321.341429553791,398.418398565498,349.122446086361,323.341614496329,400.158770294854,349.160536568189,330.400975896085,350.37295235136,349.65705333461,329.281015776505,324.912143272476,326.957008546166,327.954491322913
71,379.661223215757,311.969600799993,305.394753393163,381.661457331754,313.969369667009,307.394264690745,367.790039071974,304.568315567673,306.902262513337,316.162568672255,303.650966102231,304.178646185085,309.514709953149,303.823771689539,307.916942472628
72,367.136546214031,361.313038243789,321.451678085857,345.589620443173,335.061307761439,306.430253391952,347.803406667096,348.844241792759,330.598372843751,337.264140361007,282.866127458598,282.279504964858,308.632185571328,274.860141075967,267.989095987229
73,550.306902644584,552.414147045162,552.401374734729,552.306345555867,554.414819585831,554.400945506981,550.690283889455,551.289098844034,555.223119522122,552.211963297314,552.533445734403,556.296920334212,555.313149519513,556.536468165329,559.676344280102
74,545.595473844541,479.711415281459,481.359523853506,465.610394941959,453.912617570067,448.644971514549,467.594061159166,450.037233037458,446.388736546657,456.118848782226,452.129965250703,447.813148235296,450.569431521957,452.869659414833,450.742365845855
75,374.447333026117,375.802561775096,373.011375915825,373.066475557263,377.803121608529,371.602421995974,374.276304374255,376.254710470027,373.187348966131,374.878050357908,374.407119678797,371.183799928405,372.08709465069,373.136158743516,373.20194268684
76,508.692766591261,432.095363715223,429.133279112797,510.692059564602,434.095679336691,431.133755360178,510.006169428873,429.286971533264,432.824065569093,436.305213549825,431.436246129729,425.899573976268,432.089681039853,432.533967805884,429.716439999693
77,539.084172314161,537.666348185559,511.308767655558,531.167562498078,543.026242229435,494.820925769846,523.311518757955,524.509670946352,524.558154876238,534.919886218525,535.355318293269,500.959158709204,515.525897267443,498.93096451739,499.011360818925
78,554.061164712967,547.402668897635,551.257721896805,556.06111447746,549.403360150438,553.258238309495,548.635103687742,547.476913651322,551.421031450665,548.106818910224,549.478389525545,552.893655044033,551.699066965295,553.303571911605,556.307302136437
79,509.717857744522,511.143245273977,511.977698746854,511.717347080351,513.142798340865,513.977149427546,513.928990745433,516.009201719638,515.124638838108,515.348805158512,517.557033372963,516.135246291094,516.185440253858,507.424101720065,508.725287591896
81,443.463151076403,436.389536068707,432.506555290763,434.325568639004,427.046542275141,426.107252198504,436.550040407382,441.629587731128,438.403981599082,440.585869552956,443.011171429031,440.204186496251,436.725128603844,438.340263343216,436.522363973399
82,469.566881580073,468.385312525771,445.001431433387,471.565166000741,461.751923526616,443.513948974312,463.569266901428,467.652756546135,437.322609605573,475.627260692103,452.190672727962,427.650786504017,445.861999479698,439.044557313599,443.734935179379
83,501.229163597982,479.398493277271,483.332708948724,503.228792268573,481.398489588294,485.330143813988,505.383702024407,487.083694566564,490.193048436581,483.603018505054,485.506065195016,488.960791118215,487.538703058756,489.419224086591,492.990137362395
84,513.165898204873,495.50948408132,495.337013286,515.165954522157,497.509650985481,497.337112263109,505.998002159193,498.248928900249,503.423394516928,499.113320228662,500.245887662458,496.48725137826,493.176382044435,495.20649652142,498.363745483513
85,553.545054694003,554.709180778334,554.833965970374,555.544913075135,556.879280593466,556.860587855198,557.524110592925,559.506520018499,562.855219231377,559.515408263078,561.429366382816,559.121398365477,559.647230497742,558.789613512993,562.391718769044
87,555.120329900212,554.812843836346,557.054511897803,557.120627004594,556.812941965592,559.054670445748,562.248481740591,559.247395856252,564.128779787273,559.558372572814,561.088220280375,562.128319397849,561.201110008626,562.871856807385,567.067533886454
88,281.442979726892,244.170145739747,229.520508560594,250.816616973734,246.167058291116,228.165582878799,273.94610657775,218.782696725659,234.762443062661,234.48941344704,214.344897503434,234.36601853656,233.72567459716,223.630818421037,227.795300375794
89,524.247559193994,528.663031118309,526.615338646773,526.246579405655,530.662126003408,523.765241390473,530.506008237952,528.52437244634,529.662532728814,530.066526860171,529.044721123426,528.974296690631,523.855550513071,524.189116150332,525.455603563947
90,522.757429975429,524.757322669356,526.473799401297,515.453852111493,517.40729303415,518.960206509884,517.175309815691,519.095550043843,520.662433315651,519.260999310373,521.22715389006,521.67244688653,519.303293453295,521.267455375706,524.444080950985
91,499.195817878563,455.961849947224,457.299708569757,501.195365291894,457.961634074932,459.29944016302,503.467899678662,462.306738385076,465.077678174597,460.175120094743,461.090972255705,463.739572925992,461.532622219946,462.458460150955,466.672920660752
92,554.813992117566,556.426189122459,554.84597587156,556.814450979543,558.426447111346,556.846434993579,556.999761809959,557.864138089898,555.803548843149,558.418759195178,559.092466862931,556.913395947965,555.364525462045,556.989186411456,560.10909586146
93,253.306419704824,249.547490102152,253.63540722207,251.451861038973,251.546787256166,255.63469719603,257.64063352251,237.548848133372,241.747334064227,253.700019055627,216.078420491682,228.431933581483,257.817222347943,215.63293097353,219.717684609676
94,507.953785973893,502.468150128468,502.047971251623,509.953286171372,504.467743139928,504.047677500711,503.537631935143,505.230250027907,506.472311933246,505.566300852534,502.672634390753,502.563814068994,506.927590428521,504.920732391481,499.178373403722
95,474.025067535305,474.833356799808,476.833881114919,471.670040488915,472.253127480558,474.011199366648,473.921843799238,472.453305080591,475.292790955131,474.516948363909,479.009230407851,477.240544288719,476.259128629756,477.84972868339,480.320310083357
96,494.641832664745,354.673433055212,332.40739857977,496.641088073538,356.673153101304,334.407161306328,483.862086141147,356.027626864827,333.152219421514,358.876104206779,353.858068738398,331.693608422172,336.234248035928,333.276618890375,334.992373569536
97,551.879055615421,553.732720171681,556.625545730225,551.650990678275,553.407520189534,558.626993191963,552.13753829269,555.979706175607,557.728905123414,553.834602037064,555.833896410265,558.934813022543,556.976782963227,561.219330417281,564.482509958501
98,363.197007284145,329.21693138822,325.535688949071,352.525441215408,331.217098797797,327.535155778693,354.769478204982,335.0202348049,324.805801011828,333.43205076506,333.757237760528,334.146977456737,329.749591405793,331.595511391555,336.063313616265
99,462.969384319431,462.591181059629,458.36037973024,464.969075764501,464.590766825776,460.360103039575,467.174566369842,468.59006876825,472.888668808751,466.798449455512,469.01493580299,459.993658340419,462.564767154961,464.778669070542,460.824883240264
100,515.96719779943,510.911774809551,514.54722896236,517.96675728866,512.911147302371,513.993175360167,516.247413350014,510.869145748188,518.3820699657,514.245701831309,511.970124963513,519.854884227003,517.867417981606,519.774974106667,519.494724362822
103,430.391261100208,426.413775273801,411.402374458288,407.342886249053,405.373715521354,392.034744795076,386.254510287058,388.929226155849,406.809199348295,388.598104254611,390.264864850834,383.26072720239,393.78639504192,383.554604249881,378.474024903053
104,446.480808628661,420.728211478124,419.70289678707,448.480103054714,422.728245562737,421.702720278905,445.366403306895,417.356046139744,417.867101871714,421.062586606031,417.913950955116,418.392248914398,419.643798793314,417.698356977923,421.168261470451
105,555.640460129338,557.346509692958,560.100908037262,552.137910978154,554.020304364375,556.916318038945,554.385245486518,556.385345757649,560.385224463833,562.272958973465,558.529125406855,562.520289838668,559.105831734808,561.530318735592,565.486886826013
106,555.85644864815,550.770148245595,536.160246219331,557.856392261289,552.772509482123,538.161689142095,562.686186647323,550.925226978624,551.304836142676,547.255361640191,549.255939275459,537.621361285032,533.94515077163,535.959162417708,513.264743920222
107,485.595986338175,483.694589798091,486.911013016542,487.592554627872,485.693252995172,488.909746935918,488.254438614339,486.882252628232,490.381887263246,483.745850412465,484.853566638095,484.938589097053,479.658166493818,487.177694036292,484.210098499179
108,528.383057158865,520.370337143832,522.902214438583,530.383377670098,522.369363769538,524.904183495617,532.588653072221,530.197858243813,532.152621704635,524.572457128267,526.633186859171,530.16995673073,527.103318500576,528.663621940166,532.105854691723
109,538.734543453058,535.616126712995,527.324065701924,504.884492509172,506.703414021781,492.731880745578,525.941243266373,507.918796861117,516.523065054132,496.706880413521,498.645886297384,491.557066744585,459.735187913238,456.746622863765,462.919433219336
110,550.222727276086,551.340006547625,495.885672387278,552.223011521551,553.340331440578,497.88596710947,562.75220920456,553.398123408486,507.672380909501,548.438021921749,538.609969879288,505.760419461174,498.529483064877,500.036347662489,503.972206561337
111,351.24655867663,346.120491067836,338.738033206408,353.246320010292,348.120107463278,340.737561242926,354.830748193358,340.701573852551,340.565994166766,350.29214133139,342.665990384562,342.50569665869,342.908766715003,341.11009901179,343.959990061446
112,300.350249574959,231.896081089903,228.376122237287,302.348113658503,233.895704938854,230.375700242645,295.235681067754,243.031991873511,251.325225429287,235.760490782471,229.561469479186,215.067603274555,232.479323136907,222.939975537654,218.69566350126
113,453.242038627125,454.027934464936,456.480739780237,451.108504961281,456.026952304205,458.480058498882,457.440148843325,459.625295094959,463.490173722635,458.224142019206,460.417502564311,464.691506473136,460.674066059756,462.866862861407,467.248103546751
114,356.775711873135,281.800360243115,279.648009416016,358.775551886078,283.800950038652,281.648099878451,324.694721081373,291.738613276756,288.344072596064,286.012652435488,287.234318798796,283.313160163615,283.884904494036,284.281542011977,286.866085542723
115,443.173514184405,441.626446297601,401.19267352804,417.508684235297,418.051334368378,403.191984773931,395.148545883784,362.98914004487,366.972470956088,396.699632437508,357.760465380074,369.47100995864,374.283628811026,350.957990014525,368.85351396274
116,526.123842514846,520.247416339721,496.74811699705,528.122960507998,522.246886714885,498.747564643503,525.416217167865,516.902860215886,499.620228568258,516.380484058241,517.97063763412,496.651850552285,500.744060388317,501.497447232643,500.738338979891
117,534.119784996655,533.785934736292,493.00240964158,529.873434858843,535.03567331361,495.000151664679,521.85528758789,506.846985334026,492.663841438569,511.900476795323,509.722548286406,494.195976769377,479.222548282829,483.577126514067,486.89713632543
119,469.205409104334,471.204577114457,456.688770524822,462.198741127867,464.141041884351,448.936229425816,464.39901338663,466.087802206344,454.17279258643,466.342072085161,467.751788417223,450.134952427191,451.131287293635,463.072236923665,453.827837428723
120,535.572158938466,537.570517247732,539.976320670378,537.572224538443,539.570593641104,541.976475802259,531.703973623557,531.470677901939,531.373416986081,533.860393661536,533.648612832077,534.864228523893,530.588370482853,527.75182399614,532.765611065868
122,541.716497183182,534.575399224481,534.483326718229,543.715575320347,536.574519767931,536.482564899758,538.557905308743,537.794608427649,541.574669684008,537.246547284897,539.299781002697,542.12125292883,539.742012010822,541.550670983718,545.291913464247
124,393.47412862243,170.691069481051,146.803647510844,395.473948639025,172.691249751973,148.803830900592,364.678648401826,168.314861462698,149.227357283321,174.892741406952,167.636326104077,148.440192416448,151.014838098205,145.720695121761,148.324428200144
125,409.567563671063,411.612187941347,414.411102454195,390.187928689573,388.80243470937,387.986280298396,366.00509309429,367.996763619082,371.906877843876,367.99926783139,370.01054964471,373.835773032205,371.806454882474,373.794635554574,377.16220000068
126,557.77356547044,559.535648566165,561.780933035674,559.773339347022,561.535533729488,563.782959158593,561.777970856628,563.527362687891,566.965846715077,563.270614368654,565.273083845415,568.228930460156,564.773554633113,566.725024724265,570.488818694019
127,520.055117186564,506.88493865915,499.502295230638,522.054679688953,508.885131829235,501.502569937427,523.625738232208,502.918440444983,494.63773759928,510.562786254118,504.470848767503,495.376332015464,503.671003450474,496.368465895375,498.640611009081
128,307.730378439281,296.709299613982,282.220536047682,310.026334284836,290.306318166209,284.219592070642,300.845042162903,303.318128897202,284.946772872532,300.904155415928,309.004504480873,285.347349446194,280.999709471291,304.478701009827,284.713113942713
129,522.477663397484,436.122799719569,439.2915234779,466.257314615622,427.231347644728,430.756512858395,458.950214118176,430.118562161894,433.131257783191,429.425184657907,428.258909881779,423.329467468165,432.892670104987,431.791255231809,424.665101191986
130,399.495174235692,350.643359167303,345.434084747891,347.954396328962,333.18413798257,332.238624864477,341.135535756271,299.369559382969,303.272230457427,325.199076213015,300.321012464835,303.239583644086,314.875297599312,281.213810254981,278.121791693401
131,544.618577764094,544.692408379857,547.582624394002,546.618253463636,546.692276693634,549.582323188833,541.682398837964,543.554409490956,547.432185358736,543.500298970323,545.484660431136,548.72588813238,544.838147024631,546.71054332225,550.235084447316
132,438.54581281821,440.586946411806,440.506744411883,440.545695821797,442.586806633362,442.507006304238,437.119742052259,439.306770462035,443.790610825561,436.794950698993,429.625609296549,433.560013150076,437.757242525764,432.31128579776,435.828273083607
133,558.214435607124,424.466352314955,417.924909549525,511.711245848306,397.574329995038,389.431043440406,439.77698880771,373.567502819462,370.280462981354,399.768311236471,353.926889229473,350.562507654947,386.270307129963,348.139001413367,352.33014355408
134,543.322746482722,541.063805604352,526.613654910923,545.321401154714,543.065193258369,528.61873671083,556.815512793318,542.017279977808,542.095041013998,535.943045286294,537.745130930095,545.858312379827,523.397957117783,542.193936606222,528.521769974888
135,554.63406094551,547.240536395386,539.801857189628,556.634077739518,549.240722656545,541.801957597724,559.940190477123,549.675439077917,553.417843022497,551.730828926016,551.629255966947,545.038682793247,543.983879149184,545.880203162934,549.065714094628
136,476.260978381128,475.638729101675,436.247480802572,456.110605636585,477.635674992092,422.532459284052,454.325017987239,456.093631862039,415.428721926503,456.102100719294,454.918758629737,433.678168166095,434.093665875738,432.09521640509,413.15835246205
137,116.328435546423,111.985010676151,102.776512693977,112.778717431513,113.986430635646,104.777754173436,112.886743714533,102.21597470303,100.233135397384,93.3244335009003,101.260412969647,80.4018163040811,76.1021498922892,77.5797944594079,79.5436034763054
138,481.386444295117,472.940003083082,464.616567435857,483.390490754154,474.945057112072,466.615397063409,474.54782583933,470.594596584621,466.418430269587,477.148625388389,472.111450131141,467.316039896963,468.843577588228,468.4850309822,471.056374271396
139,554.699631914824,556.822441549242,560.695455178987,556.700067555753,558.822838711529,561.713915310958,559.953281319467,561.921721140979,565.952344901823,562.011644042314,564.016126081082,568.022647565167,564.504192741963,567.944306114756,571.956880564488
140,553.079863090937,550.830253554548,547.239938469807,555.081662476103,552.832747226194,549.24033512558,556.142929999441,553.558830317017,552.64496765024,554.08828012188,555.389887879503,546.230821716004,558.17615286638,544.586131825201,546.091460393767
