matlab_id,1L,2L,4L,1LS,2LS,4LS
62,555.831743679743,533.419030998096,530.632283930379,561.1295608689,538.716308433161,535.929285674618
63,515.258282623763,385.422532097679,363.325785034735,503.327217637201,390.719518755404,340.5829941865
64,374.141597056458,330.59605672585,333.686281638178,379.449418832105,335.892928216168,338.983163378617
65,489.239920221665,412.655999847076,415.241363221511,494.538356067973,416.121200042191,420.540689385511
66,561.414787812551,566.847639655251,576.89112188873,566.713522661376,572.462133308508,582.275555717482
68,498.34555076714,498.091805803881,486.859765054076,503.643872101227,503.390242708142,492.160480022479
69,520.521518885288,469.441921774728,465.5494110782,521.982085476024,470.488670764154,465.37528541308
70,403.014993772543,357.017009495557,337.833017654556,408.3133432922,362.3157154507,343.13151838529
71,386.247834205936,321.849515645556,321.861278959193,391.540701316836,327.14259099907,327.15409425424
72,373.733180168077,371.208019087797,337.943265359556,355.484573379244,348.254551195782,326.2201572929
73,556.893511792815,562.294063225887,568.867897548145,562.186256058481,567.587059883797,574.176807367453
74,552.182083517753,489.591329754747,489.732307375904,475.490309432628,467.085836872343,468.404800339276
75,381.043967125225,385.697525353648,389.502966309602,382.961427792739,387.711646602698,391.392327485236
76,515.289401417219,441.990315808697,445.624865951973,520.587074988691,447.288948822842,450.923470826333
77,545.680807028986,547.561297455927,527.800354533429,541.06251461375,543.532038629062,533.096568488774
78,560.657799515311,557.297653775186,567.74930886787,565.956060276429,562.596630886064,573.047817657895
79,516.314492485076,521.038197386529,528.469285672751,521.612303386311,526.336067175792,533.767053222643
81,450.059789510213,446.28449218111,448.998145076326,455.356418245668,440.239799507842,454.294811181304
82,476.163519014491,478.280266229677,461.493015704941,481.460166477766,474.945207652399,466.790663955883
83,507.825798544005,489.293444677014,499.821938318953,513.123801421826,494.591746589633,505.12026623578
84,519.762530483316,505.404436267405,511.828600399707,525.060908577339,510.703011558188,517.127019321507
85,560.141689270131,564.604131684192,571.325555077022,565.439223843198,569.907753415644,576.623077515305
87,561.716964181681,564.707795865169,573.546098169371,567.015266849088,570.006258114161,578.846835578737
88,288.039614473929,254.065071798087,246.012095582149,260.711569729496,246.242537663865,247.956716958407
89,530.834167998858,538.542945662427,543.081862802596,539.471604947192,541.032902218215,543.525071621104
90,529.354064685305,534.65227482505,542.965386266711,525.34880376104,530.600563186306,538.750110924709
91,505.792452507825,465.856802120361,473.791295424674,511.090319874808,471.154904440788,479.089346500515
92,561.410626911844,566.321140759744,571.337523140337,566.709211309517,571.619910144338,576.636124870512
93,259.903054439682,259.442439685496,270.126996688377,265.200757365104,264.740088647875,275.424602569885
94,514.540397345266,512.348060460865,518.514499834728,519.833198669988,517.640914874071,523.807521972932
95,480.621702359055,484.728308516757,493.325467419544,485.922126117656,490.027552622781,493.801103655471
96,501.238467396671,364.568385155304,348.898985533664,506.536040725517,369.866427518211,354.197064408318
97,558.475690339965,563.627672237244,573.117132510906,561.545942738165,566.600789638178,578.416122554812
98,369.793642011463,339.111883451271,342.027275747618,362.420393650244,339.510834143321,347.324823879169
99,469.5660191386,472.486132854075,474.851966580196,474.864021404714,477.784035520105,480.150005079836
100,522.553807532815,520.791689146555,531.013752907595,527.846674020958,526.084359225762,536.308305484703
103,436.987898021113,436.308729454779,427.893965921949,417.237838411377,418.56698546013,411.825149381558
104,453.077443368129,430.623163647221,436.19448367389,458.375055111591,435.921516279354,441.492624338403
105,562.227069569647,567.226424283672,576.56743198759,562.017825477845,567.193523245827,576.676147025505
106,562.453083365679,560.665102009621,552.651832988285,567.751342209604,565.963460502163,557.950119093197
107,492.192620991168,493.589541904839,503.402599797395,489.937260486228,498.885260762825,503.452334715291
108,534.979691849439,530.265289266943,539.393801276845,540.27829038241,535.564061283487,544.692873569926
109,545.321152901374,545.496034126507,543.790580349248,514.764407013292,519.876633538104,512.491708043357
110,556.819362001331,561.234958683057,512.377261045305,562.117963564962,566.533543094779,517.676489859715
111,357.843191781295,356.015443240996,355.229619994157,363.140923794886,361.313374996042,360.527466497387
112,306.936859290046,241.775995504082,244.842646411507,302.892263683028,247.068923091466,250.135527926097
113,459.838673368169,463.922886511636,472.972326586161,465.134142417111,469.220305784877,478.269962165903
114,363.362322716095,291.680274849457,296.114533364945,368.655318793898,296.973720576627,301.407957677606
115,449.770148881144,451.521398288742,445.143815359616,427.40363637375,431.244603811699,419.123000747727
116,532.720477210997,530.142368506749,513.239687001237,538.017798023768,535.440156353685,518.537400503036
117,540.71641988111,543.680889263838,509.493858295008,539.768386708824,548.227833418805,514.79012189158
119,475.802043873538,481.099529191445,473.180357262434,472.093693263598,477.334311206365,468.726133626293
120,542.168793674835,547.465469299444,556.467907189244,547.467176735044,552.763855838492,561.766330167613
122,548.313130424663,544.470351366452,550.974917008256,553.610516360535,549.767803592498,556.272472900154
124,400.070763355414,180.586021577573,163.295233463932,405.368905080025,185.88437264264,168.593775247522
125,416.164198665123,421.507140261535,430.902689417497,400.082881170334,401.995704150679,407.77618407706
126,565.105197592242,569.430600555836,578.272523815422,570.4032797656,574.728803545553,583.57992404732
127,526.651752052556,516.77988908082,515.99388298332,531.949637007018,522.079590243733,521.292931058248
128,314.327014147255,306.604254784266,298.712134031354,308.540111430249,311.941105939855,304.009414683113
129,529.074298187461,446.0177517473,455.783110294561,476.152266691258,440.424616586776,450.487183059164
130,406.091809191768,360.538311262527,361.925671623675,357.849348515185,346.377407435077,352.028529095512
131,551.215212498289,554.587360194158,564.074237892469,556.51320557385,559.885538001591,569.372217999055
132,445.142447662609,450.481882960938,456.998342418623,450.441312175066,455.780114540401,462.298449206096
133,564.811070218238,434.361307188319,434.416495261162,521.606198186112,410.767602501828,409.220951640461
134,549.909356124763,550.943720085325,543.080185657444,555.201316074126,556.235567509126,548.378547309114
135,561.22067038013,557.120452048621,556.268359461654,566.513994189227,562.413954741243,561.561686005824
136,482.847587990964,485.518643600185,452.714004402369,465.990520106424,471.234050023408,442.292288157363
137,122.925070279017,121.879946621624,119.268073880003,122.673669594954,127.179677428894,124.567661135794
138,487.98307777452,482.834951720595,481.108154445483,482.208264599569,480.196985237458,486.405162849755
139,561.28624192288,566.702355427718,577.161981560101,566.579930199991,571.996045851007,582.458770911414
140,559.676497921611,560.725205888207,563.731595350682,564.975075714232,566.023951405819,569.030125044629
141,515.360163555431,505.385282650895,483.258409072553,520.657672633461,510.683026853678,488.556137304156
142,507.394160822436,259.330225009823,245.911340306595,500.586724997061,264.628242237102,251.209017784447
143,437.478564092271,441.300758647733,404.703295298468,417.002367002597,422.330872565983,398.979469738259
144,405.427597203275,385.893343538353,394.15002007355,403.01358501767,391.190713309593,399.447348691155
145,559.312076139838,563.986041038569,573.304083372407,559.205774777607,569.285095367271,578.621872175672
146,564.630747193222,563.010810888917,555.827262935197,563.170254902482,564.890909860522,561.124656879033
147,449.882125543249,450.096126870361,414.409757577435,455.180105671676,455.394167853764,419.707903915821
149,563.712255870666,569.023190830055,579.461628733469,569.011594195685,574.321811309918,584.760344422232
150,463.67361053634,462.096098688095,455.148212587179,468.972338412601,467.394908363471,460.447072424101
151,521.448272652661,516.547666597369,514.958626731317,526.746930991595,521.846227227569,520.259831979857
152,346.710600971067,351.227056313464,357.385255018177,352.007493207258,356.531153328128,354.339498576079
153,562.52629158768,564.806921776283,575.126728843755,567.819413926862,570.099998416385,580.419780465508
154,486.092583201591,488.76422021618,491.706839778234,476.484607906998,494.060349764326,479.91904846387
